Record Date,Electronic Category Description,Channel Type Description,Tax Category Description,Net Collections Amount,Electronic Category ID,Channel Type ID,Tax Category ID,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2009-06-12,Non-Electronic,Bank,Non-Tax,301783.69,4,5,1,2,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - All,Internet,Non-Tax,341066682.43,1,3,1,4,2009,3,2009,2,6,12
2009-06-12,Electronic Settlement,Mail,Non-Tax,51512412.57,3,2,1,5,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - All,Bank,Non-Tax,1375152891.59,1,5,1,3,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,30462777.87,2,1,1,6,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,26610230.82,1,1,1,7,2009,3,2009,2,6,12
2009-06-12,Non-Electronic,Over-the-Counter (OTC),Non-Tax,112504706.48,4,1,1,8,2009,3,2009,2,6,12
2009-06-12,Non-Electronic,Mail,Non-Tax,5209573.98,4,2,1,1,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - All,Bank,IRS Tax,1631304367.42,1,5,3,14,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,3680421.39,2,1,3,15,2009,3,2009,2,6,12
2009-06-12,Non-Electronic,Mail,IRS Tax,1365998802.93,4,2,3,17,2009,3,2009,2,6,12
2009-06-12,Non-Electronic,Over-the-Counter (OTC),IRS Tax,364345319.90,4,1,3,18,2009,3,2009,2,6,12
2009-06-12,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,136375.00,4,1,2,11,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - All,Internet,IRS Tax,8612288397.64,1,3,3,16,2009,3,2009,2,6,12
2009-06-12,Electronic Settlement,Mail,IRS Non-Tax,250466.50,3,2,2,12,2009,3,2009,2,6,12
2009-06-12,Fully Electronic - All,Internet,IRS Non-Tax,3936.50,1,3,2,10,2009,3,2009,2,6,12
2009-06-11,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,105650.86,1,1,2,10,2009,3,2009,2,6,11
2009-06-11,Non-Electronic,Mail,Non-Tax,7565645.82,4,2,1,1,2009,3,2009,2,6,11
2009-06-11,Non-Electronic,Bank,Non-Tax,543408.60,4,5,1,2,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - All,Internet,Non-Tax,129317033.91,1,3,1,3,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - All,Bank,IRS Tax,531935323.14,1,5,3,12,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,24424548.96,2,1,1,5,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,27970432.68,1,1,1,6,2009,3,2009,2,6,11
2009-06-11,Electronic Settlement,Mail,Non-Tax,44271618.35,3,2,1,4,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,4663645.03,2,1,3,13,2009,3,2009,2,6,11
2009-06-11,Non-Electronic,Over-the-Counter (OTC),Non-Tax,85679284.32,4,1,1,15,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,13948.96,2,1,2,7,2009,3,2009,2,6,11
2009-06-11,Non-Electronic,Mail,IRS Tax,833809261.05,4,2,3,18,2009,3,2009,2,6,11
2009-06-11,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,118135.00,4,1,2,9,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - All,Internet,IRS Tax,2023416813.73,1,3,3,14,2009,3,2009,2,6,11
2009-06-11,Electronic Settlement,Mail,IRS Non-Tax,30072.50,3,2,2,11,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - All,Internet,IRS Non-Tax,1219.98,1,3,2,8,2009,3,2009,2,6,11
2009-06-11,Fully Electronic - All,Bank,Non-Tax,1161906803.69,1,5,1,16,2009,3,2009,2,6,11
2009-06-11,Non-Electronic,Over-the-Counter (OTC),IRS Tax,378018194.43,4,1,3,17,2009,3,2009,2,6,11
2009-06-10,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,41575006.15,2,1,1,6,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,67345.04,2,1,2,8,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,27794843.36,1,1,1,7,2009,3,2009,2,6,10
2009-06-10,Non-Electronic,Over-the-Counter (OTC),Non-Tax,96950420.17,4,1,1,16,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Internet,IRS Tax,5754536762.43,1,3,3,15,2009,3,2009,2,6,10
2009-06-10,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,196730.00,4,1,2,9,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,129569.75,1,1,2,10,2009,3,2009,2,6,10
2009-06-10,Non-Electronic,Over-the-Counter (OTC),IRS Tax,348100528.15,4,1,3,17,2009,3,2009,2,6,10
2009-06-10,Electronic Settlement,Mail,IRS Non-Tax,47860.32,3,2,2,12,2009,3,2009,2,6,10
2009-06-10,Non-Electronic,Mail,Non-Tax,5884126.52,4,2,1,1,2009,3,2009,2,6,10
2009-06-10,Non-Electronic,Bank,Non-Tax,182048.11,4,5,1,2,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Bank,Non-Tax,487933117.88,1,5,1,3,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Internet,Non-Tax,137797139.16,1,3,1,4,2009,3,2009,2,6,10
2009-06-10,Electronic Settlement,Mail,Non-Tax,46613222.55,3,2,1,5,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,10432899.41,2,1,3,14,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Bank,IRS Tax,356874428.45,1,5,3,13,2009,3,2009,2,6,10
2009-06-10,Fully Electronic - All,Internet,IRS Non-Tax,24259.50,1,3,2,11,2009,3,2009,2,6,10
2009-06-10,Non-Electronic,Mail,IRS Tax,952678776.66,4,2,3,18,2009,3,2009,2,6,10
2009-06-09,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,101052.05,1,1,2,10,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - All,Bank,Non-Tax,635895511.79,1,5,1,15,2009,3,2009,2,6,9
2009-06-09,Non-Electronic,Over-the-Counter (OTC),Non-Tax,95270019.43,4,1,1,16,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,33848253.57,2,1,1,5,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - All,Bank,IRS Tax,276249487.71,1,5,3,12,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,6768824.10,2,1,3,13,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - All,Internet,IRS Tax,1135520308.82,1,3,3,14,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,35911.50,2,1,2,7,2009,3,2009,2,6,9
2009-06-09,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,99805.00,4,1,2,8,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - All,Internet,IRS Non-Tax,83375.50,1,3,2,9,2009,3,2009,2,6,9
2009-06-09,Non-Electronic,Bank,Non-Tax,660749.40,4,5,1,2,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - All,Internet,Non-Tax,132221579.96,1,3,1,3,2009,3,2009,2,6,9
2009-06-09,Electronic Settlement,Mail,Non-Tax,103971602.74,3,2,1,4,2009,3,2009,2,6,9
2009-06-09,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,22309425.34,1,1,1,6,2009,3,2009,2,6,9
2009-06-09,Electronic Settlement,Mail,IRS Non-Tax,17946.37,3,2,2,11,2009,3,2009,2,6,9
2009-06-09,Non-Electronic,Mail,Non-Tax,5978312.35,4,2,1,1,2009,3,2009,2,6,9
2009-06-09,Non-Electronic,Over-the-Counter (OTC),IRS Tax,331772748.63,4,1,3,17,2009,3,2009,2,6,9
2009-06-09,Non-Electronic,Mail,IRS Tax,1083111818.41,4,2,3,18,2009,3,2009,2,6,9
2009-06-08,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,178743.94,2,1,2,7,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,153144.00,1,1,2,10,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Internet,IRS Tax,5456434735.21,1,3,3,14,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Bank,Non-Tax,4184272271.53,1,5,1,15,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Bank,IRS Tax,3284100709.47,1,5,3,12,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,4248139.43,2,1,3,13,2009,3,2009,2,6,8
2009-06-08,Non-Electronic,Mail,IRS Tax,684698213.19,4,2,3,17,2009,3,2009,2,6,8
2009-06-08,Non-Electronic,Over-the-Counter (OTC),IRS Tax,357277160.37,4,1,3,18,2009,3,2009,2,6,8
2009-06-08,Non-Electronic,Bank,Non-Tax,1911406.73,4,5,1,2,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Internet,Non-Tax,260606353.13,1,3,1,3,2009,3,2009,2,6,8
2009-06-08,Electronic Settlement,Mail,Non-Tax,56577621.54,3,2,1,4,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,19627543.11,2,1,1,5,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,59455902.31,1,1,1,6,2009,3,2009,2,6,8
2009-06-08,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,14156.38,4,1,2,9,2009,3,2009,2,6,8
2009-06-08,Non-Electronic,Mail,Non-Tax,7116380.94,4,2,1,1,2009,3,2009,2,6,8
2009-06-08,Electronic Settlement,Mail,IRS Non-Tax,13812.45,3,2,2,11,2009,3,2009,2,6,8
2009-06-08,Fully Electronic - All,Internet,IRS Non-Tax,41143.50,1,3,2,8,2009,3,2009,2,6,8
2009-06-08,Non-Electronic,Over-the-Counter (OTC),Non-Tax,80639073.59,4,1,1,16,2009,3,2009,2,6,8
2009-06-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,13919.24,2,1,2,8,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,441726.50,1,1,2,11,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Bank,IRS Tax,876281963.23,1,5,3,13,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,4132280.01,2,1,3,14,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Internet,IRS Tax,3792889193.83,1,3,3,15,2009,3,2009,2,6,5
2009-06-05,Non-Electronic,Over-the-Counter (OTC),Non-Tax,81755199.47,4,1,1,16,2009,3,2009,2,6,5
2009-06-05,Non-Electronic,Over-the-Counter (OTC),IRS Tax,265712589.57,4,1,3,17,2009,3,2009,2,6,5
2009-06-05,Non-Electronic,Mail,Non-Tax,6363503.69,4,2,1,1,2009,3,2009,2,6,5
2009-06-05,Non-Electronic,Bank,Non-Tax,514429.88,4,5,1,2,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Bank,Non-Tax,675094808.54,1,5,1,3,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Internet,Non-Tax,343997395.08,1,3,1,4,2009,3,2009,2,6,5
2009-06-05,Electronic Settlement,Mail,Non-Tax,78483672.67,3,2,1,5,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Internet,IRS Non-Tax,269.02,1,3,2,10,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,46803052.81,2,1,1,6,2009,3,2009,2,6,5
2009-06-05,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,243600.00,4,1,2,9,2009,3,2009,2,6,5
2009-06-05,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,28603432.20,1,1,1,7,2009,3,2009,2,6,5
2009-06-05,Electronic Settlement,Mail,IRS Non-Tax,9718.13,3,2,2,12,2009,3,2009,2,6,5
2009-06-05,Non-Electronic,Mail,IRS Tax,417282001.62,4,2,3,18,2009,3,2009,2,6,5
2009-06-04,Fully Electronic - All,Bank,Non-Tax,1082695717.80,1,5,1,14,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - All,Internet,Non-Tax,84109896.04,1,3,1,3,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,7764540.11,2,1,3,12,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - All,Internet,IRS Tax,1555791627.31,1,3,3,13,2009,3,2009,2,6,4
2009-06-04,Non-Electronic,Over-the-Counter (OTC),Non-Tax,95417080.45,4,1,1,15,2009,3,2009,2,6,4
2009-06-04,Non-Electronic,Bank,Non-Tax,300582.60,4,5,1,2,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,195290.78,1,1,2,8,2009,3,2009,2,6,4
2009-06-04,Electronic Settlement,Mail,Non-Tax,49902879.10,3,2,1,4,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,32844624.55,2,1,1,5,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,28896670.50,1,1,1,6,2009,3,2009,2,6,4
2009-06-04,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,75600.00,4,1,2,9,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - All,Internet,IRS Non-Tax,114635.00,1,3,2,7,2009,3,2009,2,6,4
2009-06-04,Electronic Settlement,Mail,IRS Non-Tax,5707.50,3,2,2,10,2009,3,2009,2,6,4
2009-06-04,Non-Electronic,Mail,Non-Tax,5762061.88,4,2,1,1,2009,3,2009,2,6,4
2009-06-04,Fully Electronic - All,Bank,IRS Tax,228656728.08,1,5,3,11,2009,3,2009,2,6,4
2009-06-04,Non-Electronic,Over-the-Counter (OTC),IRS Tax,350513677.53,4,1,3,16,2009,3,2009,2,6,4
2009-06-04,Non-Electronic,Mail,IRS Tax,233140527.39,4,2,3,17,2009,3,2009,2,6,4
2009-06-03,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,31716206.53,1,1,1,6,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - All,Bank,IRS Tax,233666385.32,1,5,3,12,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,6680962.11,2,1,3,13,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - All,Internet,IRS Tax,7128645723.69,1,3,3,14,2009,3,2009,2,6,3
2009-06-03,Non-Electronic,Bank,Non-Tax,379701.47,4,5,1,2,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - All,Internet,Non-Tax,128007393.83,1,3,1,3,2009,3,2009,2,6,3
2009-06-03,Electronic Settlement,Mail,Non-Tax,95299153.39,3,2,1,4,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,86869535.28,2,1,1,5,2009,3,2009,2,6,3
2009-06-03,Non-Electronic,Mail,IRS Tax,358811483.69,4,2,3,17,2009,3,2009,2,6,3
2009-06-03,Non-Electronic,Over-the-Counter (OTC),IRS Tax,421188420.91,4,1,3,18,2009,3,2009,2,6,3
2009-06-03,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,245615.00,4,1,2,8,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,8971.14,2,1,2,7,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,208718.47,1,1,2,9,2009,3,2009,2,6,3
2009-06-03,Non-Electronic,Mail,Non-Tax,7893615.52,4,2,1,1,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - All,Internet,IRS Non-Tax,65100.90,1,3,2,10,2009,3,2009,2,6,3
2009-06-03,Electronic Settlement,Mail,IRS Non-Tax,9973.79,3,2,2,11,2009,3,2009,2,6,3
2009-06-03,Fully Electronic - All,Bank,Non-Tax,635385895.21,1,5,1,15,2009,3,2009,2,6,3
2009-06-03,Non-Electronic,Over-the-Counter (OTC),Non-Tax,193489498.07,4,1,1,16,2009,3,2009,2,6,3
2009-06-02,Fully Electronic - All,Internet,IRS Tax,3677246507.13,1,3,3,14,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - All,Bank,Non-Tax,1148730766.61,1,5,1,15,2009,3,2009,2,6,2
2009-06-02,Non-Electronic,Over-the-Counter (OTC),Non-Tax,111336192.68,4,1,1,16,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - All,Bank,IRS Tax,661587526.23,1,5,3,12,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,8158966.40,2,1,3,13,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - All,Internet,Non-Tax,116813632.94,1,3,1,3,2009,3,2009,2,6,2
2009-06-02,Electronic Settlement,Mail,Non-Tax,143512032.86,3,2,1,4,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,54350343.90,2,1,1,5,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,27045350.11,1,1,1,6,2009,3,2009,2,6,2
2009-06-02,Non-Electronic,Over-the-Counter (OTC),IRS Tax,455899175.80,4,1,3,17,2009,3,2009,2,6,2
2009-06-02,Non-Electronic,Mail,IRS Tax,264050244.78,4,2,3,18,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,82685.93,2,1,2,7,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,275092.32,1,1,2,10,2009,3,2009,2,6,2
2009-06-02,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,45692.40,4,1,2,9,2009,3,2009,2,6,2
2009-06-02,Non-Electronic,Mail,Non-Tax,6497578.96,4,2,1,1,2009,3,2009,2,6,2
2009-06-02,Non-Electronic,Bank,Non-Tax,1165714.08,4,5,1,2,2009,3,2009,2,6,2
2009-06-02,Electronic Settlement,Mail,IRS Non-Tax,19598.71,3,2,2,11,2009,3,2009,2,6,2
2009-06-02,Fully Electronic - All,Internet,IRS Non-Tax,16883.88,1,3,2,8,2009,3,2009,2,6,2
2009-06-01,Fully Electronic - All,Bank,Non-Tax,2283124174.22,1,5,1,15,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,20220481.81,2,1,1,5,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,4261671.66,2,1,3,13,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - All,Internet,IRS Tax,12117936035.47,1,3,3,14,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - All,Bank,IRS Tax,7438684279.64,1,5,3,12,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,70773179.56,1,1,1,6,2009,3,2009,2,6,1
2009-06-01,Non-Electronic,Over-the-Counter (OTC),Non-Tax,452994365.31,4,1,1,16,2009,3,2009,2,6,1
2009-06-01,Non-Electronic,Over-the-Counter (OTC),IRS Tax,270533415.18,4,1,3,17,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,103742.11,1,1,2,11,2009,3,2009,2,6,1
2009-06-01,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,84128.51,4,1,2,8,2009,3,2009,2,6,1
2009-06-01,Electronic Settlement,Mail,IRS Non-Tax,6493.10,3,2,2,10,2009,3,2009,2,6,1
2009-06-01,Non-Electronic,Bank,Non-Tax,2135275.57,4,5,1,2,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - All,Internet,Non-Tax,354298162.93,1,3,1,3,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,3698.77,2,1,2,7,2009,3,2009,2,6,1
2009-06-01,Electronic Settlement,Mail,Non-Tax,127234625.18,3,2,1,4,2009,3,2009,2,6,1
2009-06-01,Non-Electronic,Mail,Non-Tax,8987948.10,4,2,1,1,2009,3,2009,2,6,1
2009-06-01,Fully Electronic - All,Internet,IRS Non-Tax,331891.00,1,3,2,9,2009,3,2009,2,6,1
2009-06-01,Non-Electronic,Mail,IRS Tax,203809775.90,4,2,3,18,2009,3,2009,2,6,1
2009-05-29,Fully Electronic - All,Internet,IRS Tax,7075531178.15,1,3,3,14,2009,3,2009,2,5,29
2009-05-29,Non-Electronic,Mail,Non-Tax,6660491.46,4,2,1,1,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - All,Internet,Non-Tax,873956544.25,1,3,1,3,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,31845309.85,2,1,1,5,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,25992656.72,1,1,1,6,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - All,Bank,IRS Tax,997471795.99,1,5,3,12,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,4786283.11,2,1,3,13,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - All,Bank,Non-Tax,2298500666.97,1,5,1,16,2009,3,2009,2,5,29
2009-05-29,Non-Electronic,Over-the-Counter (OTC),IRS Tax,291831020.19,4,1,3,17,2009,3,2009,2,5,29
2009-05-29,Non-Electronic,Over-the-Counter (OTC),Non-Tax,71103882.07,4,1,1,15,2009,3,2009,2,5,29
2009-05-29,Non-Electronic,Mail,IRS Tax,70260586.85,4,2,3,18,2009,3,2009,2,5,29
2009-05-29,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,62500.00,4,1,2,8,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,11341.22,2,1,2,7,2009,3,2009,2,5,29
2009-05-29,Non-Electronic,Bank,Non-Tax,297380.00,4,5,1,2,2009,3,2009,2,5,29
2009-05-29,Electronic Settlement,Mail,IRS Non-Tax,7152.51,3,2,2,10,2009,3,2009,2,5,29
2009-05-29,Electronic Settlement,Mail,Non-Tax,51229206.44,3,2,1,4,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,2194.02,1,1,2,11,2009,3,2009,2,5,29
2009-05-29,Fully Electronic - All,Internet,IRS Non-Tax,470.00,1,3,2,9,2009,3,2009,2,5,29
2009-05-28,Fully Electronic - All,Internet,Non-Tax,167980755.27,1,3,1,4,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - All,Internet,IRS Tax,4999366262.59,1,3,3,14,2009,3,2009,2,5,28
2009-05-28,Non-Electronic,Mail,Non-Tax,5996221.11,4,2,1,1,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - All,Bank,Non-Tax,1087577067.84,1,5,1,3,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,34739914.24,2,1,1,6,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,22340055.61,1,1,1,7,2009,3,2009,2,5,28
2009-05-28,Non-Electronic,Over-the-Counter (OTC),Non-Tax,79014117.51,4,1,1,15,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,7742325.31,2,1,3,13,2009,3,2009,2,5,28
2009-05-28,Non-Electronic,Over-the-Counter (OTC),IRS Tax,355517889.63,4,1,3,17,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,102809.19,1,1,2,9,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - All,Bank,IRS Tax,346218060.63,1,5,3,12,2009,3,2009,2,5,28
2009-05-28,Electronic Settlement,Mail,Non-Tax,65787491.37,3,2,1,5,2009,3,2009,2,5,28
2009-05-28,Non-Electronic,Bank,Non-Tax,67256.93,4,5,1,2,2009,3,2009,2,5,28
2009-05-28,Fully Electronic - All,Internet,IRS Non-Tax,569636.00,1,3,2,8,2009,3,2009,2,5,28
2009-05-28,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,345900.00,4,1,2,11,2009,3,2009,2,5,28
2009-05-28,Electronic Settlement,Mail,IRS Non-Tax,9665.00,3,2,2,10,2009,3,2009,2,5,28
2009-05-28,Non-Electronic,Mail,IRS Tax,176958880.72,4,2,3,16,2009,3,2009,2,5,28
2009-05-27,Non-Electronic,Mail,Non-Tax,6814991.98,4,2,1,1,2009,3,2009,2,5,27
2009-05-27,Non-Electronic,Bank,Non-Tax,1158021.54,4,5,1,2,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Internet,Non-Tax,113461820.95,1,3,1,3,2009,3,2009,2,5,27
2009-05-27,Electronic Settlement,Mail,Non-Tax,168515720.31,3,2,1,4,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,45684195.04,2,1,1,5,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,24506950.55,1,1,1,6,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Bank,IRS Tax,320316115.52,1,5,3,13,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,5445771.43,2,1,3,14,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Internet,IRS Tax,2551063674.84,1,3,3,15,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Bank,Non-Tax,1204644302.09,1,5,1,16,2009,3,2009,2,5,27
2009-05-27,Non-Electronic,Mail,IRS Tax,103692010.08,4,2,3,18,2009,3,2009,2,5,27
2009-05-27,Non-Electronic,Over-the-Counter (OTC),IRS Tax,351081174.68,4,1,3,19,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,209295.79,2,1,2,7,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Over-the-Counter (OTC),IRS Non-Tax,17344.49,1,1,2,11,2009,3,2009,2,5,27
2009-05-27,Non-Electronic,Over-the-Counter (OTC),Non-Tax,564258930.60,4,1,1,17,2009,3,2009,2,5,27
2009-05-27,Fully Electronic - All,Internet,IRS Non-Tax,1115.03,1,3,2,10,2009,3,2009,2,5,27
2009-05-27,Non-Electronic,Over-the-Counter (OTC),IRS Non-Tax,70650.00,4,1,2,9,2009,3,2009,2,5,27
2009-05-27,Electronic Settlement,Mail,IRS Non-Tax,137238.74,3,2,2,12,2009,3,2009,2,5,27
2009-05-27,Non-Electronic,Mail,IRS Non-Tax,37.53,4,2,2,8,2009,3,2009,2,5,27
